longname,glot_fam,81A,82A,83A,87A,88A,89A,92A,93A,nValues,97A,112A,116A,143A,143E,143F,143G,144A,144B,144D,144H,144I,144J,144K,26A,33A,37A,38A,51A,57A,69A,85A,86A,90A,90C,95A,96A,101A,144L,144P,144Q,144R,144S,70A,71A,132A,133A,134A,135A,14A,15A,16A,17A,142A,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,18A,19A,20A,21A,21B,28A,29A,35A,39A,40A,44A,48A,49A,50A,65A,66A,67A,68A,77A,78A,84A,91A,94A,98A,99A,100A,102A,103A,104A,107A,111A,113A,114A,121A,129A,130A,13A,22A,23A,24A,25A,25B,27A,30A,31A,32A,34A,36A,41A,42A,46A,47A,52A,53A,54A,55A,58A,58B,59A,60A,61A,62A,63A,64A,72A,73A,74A,75A,76A,79A,79B,80A,90B,105A,106A,108A,108B,109A,109B,110A,115A,117A,118A,119A,120A,122A,123A,124A,125A,126A,127A,128A,131A,136A,136B,137A,137B,144M,138A,39B,45A,56A,143B,144F,144E,139A,140A,143C,144O,144G,43A,144C,144T,144V,144W,144X,81B,10B,130B,144N,144U,90D,144Y,90E,141A,90F,143D,90G
An.OCEANIC.YABEM,Austronesian,2,1,2,2,2,2,2,2,-155,,2,1,2,,1,,,,,,,,1,,,,,1,2,1,,1,1,1,,,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.EASTERN_HIGHLANDS.YAGARIA,Nuclear_Trans_New_Guinea,1,1,1,1,,2,2,2,-147,1,1,1,,2,,,,,,,,,,,,,2,,,,1,1,2,,1,1,2,,,,2,,,,,,,,,,,,,1,2,,2,2,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.IRANIAN.YAGHNOBI,Indo-European,,,,,,,,,-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY.PEBA_YAGUAN.YAGUA,Peba-Yagua,,2,2,2,1,1,,1,-109,,2,1,1,1,,,,,,,,,,2,2,,,1,1,2,1,1,1,1,,,,,,,,,,1,,,,,,,,,,1,2,1,1,1,1,1,1,,1,1,2,,1,1,,1,1,1,,,,,,,2,1,,2,,1,1,,1,,1,1,,,2,2,2,2,1,,,,,2,,,1,,2,,,,,,2,2,1,,,,,,,2,1,1,2,,1,,,,2,,2,,,,1,,,,,,,,,,,2,2,2,,,1,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
PY.PEBA_YAGUAN.YAGUA_2,Peba-Yagua,,2,2,2,1,1,,1,-109,,2,1,1,1,,,,,,,,,,2,2,,,1,1,2,1,1,1,1,,,,,,,,,,1,,,,,,,,,,1,2,1,1,1,1,1,1,,1,1,2,,1,1,,1,1,1,,,,,,,2,1,,2,,1,1,,1,,1,1,,,2,2,2,2,1,,,,,2,,,1,,2,,,,,,2,2,1,,,,,,,2,1,1,2,,1,,,,2,,2,,,,1,,,,,,,,,,,2,2,2,,,1,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
PY.PEBA_YAGUAN.YAGUA_3,Peba-Yagua,,2,2,2,1,1,,1,-109,,2,1,1,1,,,,,,,,,,2,2,,,1,1,2,1,1,1,1,,,,,,,,,,1,,,,,,,,,,1,2,1,1,1,1,1,1,,1,1,2,,1,1,,1,1,1,,,,,,,2,1,,2,,1,1,,1,,1,1,,,2,2,2,2,1,,,,,2,,,1,,2,,,,,,2,2,1,,,,,,,2,1,1,2,,1,,,,2,,2,,,,1,,,,,,,,,,,2,2,2,,,1,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
NC.ADAMAWA.YAG_DII,Atlantic-Congo,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAKA,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.SAMA_BAJAW.YAKAN,Austronesian,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAKA_2,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAKA_PELENDE,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAKA_SUD,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAKA_axk,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
NC.BANTOID.YAKA_yaf,Atlantic-Congo,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.UBANGI.YAKOMA,Atlantic-Congo,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.NORTHERN_PAMA_NYUNGAN.YALARNNGA,Pama-Nyungan,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNG.MEK.YALE_KOSAREK,Nuclear_Trans_New_Guinea,1,1,1,2,2,2,,2,-166,2,,2,,,,,,,,,,,,2,,,,,,2,1,1,2,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yam.YAMANA.YAMANA,Yamana,1,1,1,1,,,,,-172,1,,,,,,,,,,,,,,,,,,1,,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jap.JAPANESE.YAMAZATO_OKINAWAN,Japonic,,1,1,,,,,2,-178,,,2,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAMBA,Atlantic-Congo,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.CENTRAL_MALAYO_POLYNESIAN.YAMDENA,Austronesian,,,,,,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.BATANIC.YAMI,Austronesian,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan.PANOAN.YAMINAWA,Pano-Tacanan,1,1,1,2,,,,,-169,2,1,,,,2,,,,,,,,,,2,,,1,,,,,,,,,,,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.BATANIC.YAMI_2,Austronesian,,,,,,,,,-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hok.YANA.YANA,Yana,,,,,,,,,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,2,2,1,2,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Yan.YANOMAM.YANAM,Yanomamic,1,1,1,2,1,1,2,1,-149,2,,1,2,,1,,,,,,,,,2,,,,1,2,2,1,1,,,1,,,,,,,1,,,,,,,,,,2,,1,2,2,1,1,1,1,1,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yan.YANOMAM.YANAM_2,Yanomamic,1,1,1,2,1,1,2,1,-149,2,,1,2,,1,,,,,,,,,2,,,,1,2,2,1,1,,,1,,,,,,,1,,,,,,,,,,2,,1,2,2,1,1,1,1,1,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuA.PALAUNG_KHMUIC.YANCHENG_WA,Austroasiatic,,,,,,,,,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.CENTRAL_PAMA_NYUNGAN.YANDRUWANDHA,Pama-Nyungan,1,1,1,2,2,2,,,-167,2,,,1,1,,,,1,,,,,,2,2,,,,,2,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK.KAM_TAI.YANG,Tai-Kadai,,,,,,,,,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,2,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ST.BURMESE_LOLO.YANGON_BURMESE,Sino-Tibetan,1,1,1,2,1,2,,2,-94,2,,2,,2,1,,,,,,,,,2,,,,1,,2,1,1,2,,1,1,,,,,,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,1,,1,1,1,1,1,2,2,1,,2,,2,2,,2,2,1,1,,1,,2,2,1,1,1,1,2,,2,,1,,,,2,2,2,2,2,2,1,1,1,,1,2,,,1,,,,,2,1,1,,2,,2,,,2,,,2,,,1,1,2,1,,,,,2,1,1,1,1,2,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Yan.YANOMAM.YANOMAM,Yanomamic,,,,,,,,,-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yan.YANOMAM.YANOMAMI,Yanomamic,,,,,,,,,-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PN.WESTERN_PAMA_NYUNGAN.YANYUWA,Pama-Nyungan,,,,1,1,1,,,-164,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,1,1,1,1,2,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_1,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_2,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_3,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_KIBONGO,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_KIYEY,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YANZ_KUMAKUMA,Atlantic-Congo,,,,,2,,,2,-179,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM.HMONG_MIEN.YAO,Hmong-Mien,2,1,2,2,1,1,2,2,-158,,,1,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,,,1,,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAO_1,Atlantic-Congo,2,,2,2,2,,,,-175,,1,,,2,,,,,,,2,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC.BANTOID.YAO_2,Atlantic-Congo,2,,2,2,2,,,,-175,,1,,,2,,,,,,,2,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.YAPESE.YAPESE,Austronesian,,2,2,2,2,1,,,-144,,2,,1,1,,,,,,,,,,1,,1,1,,2,,2,2,1,1,,,,,,,,,,2,,,,,1,,,,,,,,2,2,1,,2,,,1,2,1,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,1,2,2,,,1,1,2,1,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
UA.CAHITA.YAQUI,Uto-Aztecan,1,1,1,1,1,1,1,2,-83,1,2,1,1,1,,,,2,,,,,,2,2,,1,1,,2,1,1,1,1,1,2,,2,,1,,,1,,,,,,2,,,1,,2,2,,2,1,1,1,2,,2,1,2,1,1,1,2,1,2,1,,,1,,2,2,2,1,1,1,,2,2,,1,,2,2,1,1,1,1,1,2,1,,,,,2,,,,,2,1,1,1,1,,2,,,1,2,2,,,,2,1,1,,,,1,1,,2,2,2,,,,2,,,,,,1,,2,,,1,1,2,,,,1,1,1,1,2,1,1,2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
UA.CAHITA.YAQUI_2,Uto-Aztecan,1,1,1,1,1,1,1,2,-83,1,2,1,1,1,,,,2,,,,,,2,2,,1,1,,2,1,1,1,1,1,2,,2,,1,,,1,,,,,,2,,,1,,2,2,,2,1,1,1,2,,2,1,2,1,1,1,2,1,2,1,,,1,,2,2,2,1,1,1,,2,2,,1,,2,2,1,1,1,1,1,2,1,,,,,2,,,,,2,1,1,1,1,,2,,,1,2,2,,,,2,1,1,,,,1,1,,2,2,2,,,,2,,,,,,1,,2,,,1,1,2,,,,1,1,1,1,2,1,1,2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Yrb.YAREBAN.YAREBA,Yareban,1,1,1,1,,2,2,2,-145,1,1,1,,,2,,,,,,,,,2,2,,,1,,2,1,1,2,,1,1,2,,,,,2,,,,,,,,,,,,1,2,2,2,,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An.OCEANIC.YAROS,Austronesian,2,1,2,2,2,2,,2,-153,,1,,,2,1,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,2,1,,2,2,1,1,1,,,1,,1,1,,,,,,,,,,2,,,,,,,,,1,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yrr.YARURO.YARURO,Yaruro,,,,,,,,,-181,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.IRANIAN.YASIN_WAKHI,Indo-European,1,1,1,1,1,1,,2,-162,1,2,2,1,1,,,,,,,,,,2,2,2,,1,,2,,1,1,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hok.YUMAN.YAVAPAI,Cochimi-Yuman,1,1,1,2,,,,2,-165,2,,,,1,1,,,,,,,,,,2,,,1,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Nyu.NYULNYULAN.YAWURU,Nyulnyulan,,2,,1,,,,,-177,,,,1,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK.KAM_TAI.YAY,Tai-Kadai,2,1,2,2,2,1,,,-166,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,2,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK.KAM_TAI.YAY_2,Tai-Kadai,2,1,2,2,2,1,,,-166,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,2,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE.IRANIAN.YAZGULYAM,Indo-European,,,,,,,,,-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
